"source_id","path","source_type","author","status","notes"
"SRC-EXT-018","外部知识/思想模型-沟通/EXT-20260707-004_金字塔原理与MECE.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-019","外部知识/思想模型-沟通/EXT-20260707-005_黄金圈法则.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-020","外部知识/思想模型-沟通/EXT-20260707-006_LEAPS冲突化解模型.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-021","外部知识/思想模型-沟通/EXT-20260707-007_FIRE模型与SCOUT工具.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-022","外部知识/思想模型-沟通/EXT-20260707-008_反馈三件套.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-023","外部知识/思想模型-沟通/EXT-20260707-009_SCQA模型.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-024","外部知识/思想模型-沟通/EXT-20260707-010_PREP与RIDE说服双模型.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-025","外部知识/思想模型-沟通/EXT-20260707-011_OFND非暴力沟通.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-026","外部知识/思想模型-沟通/EXT-20260707-012_STAR与SPARK双模型.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-027","外部知识/思想模型-沟通/EXT-20260708-009_英雄之旅故事模型.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-028","外部知识/思想模型-沟通/EXT-20260708-010_SHIP述职竞聘模型.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-029","外部知识/思想模型-管理/_管理思维_合并索引.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-030","外部知识/思想模型-管理/EXT-20260708-011_KISS复盘与DISC沟通风格.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-031","外部知识/思想模型-管理/EXT-20260708-012_人生价值韦恩图.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-032","外部知识/思想模型-领导力/EXT-20260708-006_九宫格与结构化面试.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-033","外部知识/思想模型-领导力/EXT-20260708-007_SOP与复盘机制.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-034","外部知识/思想模型-领导力/EXT-20260708-008_情境领导与授权.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-035","外部知识/外部账号研究/西西的思维笔记-13条逐字稿/01-图形思考法.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-036","外部知识/外部账号研究/西西的思维笔记-13条逐字稿/02-知识仓库与角色知识体系.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-037","外部知识/外部账号研究/西西的思维笔记-13条逐字稿/03-逆向学习全流程.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-038","外部知识/外部账号研究/西西的思维笔记-13条逐字稿/04-五步阅读方法体系.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-039","外部知识/外部账号研究/西西的思维笔记-13条逐字稿/05-属性逆向与关系逆向.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-040","外部知识/外部账号研究/西西的思维笔记-13条逐字稿/06-回答对方的目的.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-041","外部知识/外部账号研究/西西的思维笔记-13条逐字稿/07-成为领域专家四步法.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-042","外部知识/外部账号研究/西西的思维笔记-13条逐字稿/08-5WHY系统思考法.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-043","外部知识/外部账号研究/西西的思维笔记-13条逐字稿/09-拖延公式.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-044","外部知识/外部账号研究/西西的思维笔记-13条逐字稿/10-关键词拆解问题法.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-045","外部知识/外部账号研究/西西的思维笔记-13条逐字稿/11-按角色搭建个人知识体系.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-046","外部知识/外部账号研究/西西的思维笔记-13条逐字稿/12-三思而后行.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-047","外部知识/外部账号研究/西西的思维笔记-13条逐字稿/13-先建立角色知识体系再阅读.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-048","外部知识/外部账号研究/西西的思维笔记-13条逐字稿/README.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-049","外部知识/外部账号研究/SRC-EXT-ACC-001_外部机制与赞诺迁移审计.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-EXT-ACC-001","外部知识/外部账号研究/SRC-EXT-ACC-001_西西的思维笔记_抖音公开作品.md","外部研究素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-001","完整副本/03_内容创作母系统/00_旧观点库/_模板-旧观点卡.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-002","完整副本/03_内容创作母系统/00_旧观点库/2026-05-30/信任崩塌的时代瑕疵无价.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-003","完整副本/03_内容创作母系统/00_旧观点库/第一批旧观点卡-2026-05-28/01-报价单不是价格表而是责任边界表.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-004","完整副本/03_内容创作母系统/00_旧观点库/第一批旧观点卡-2026-05-28/02-便宜报价要看省掉了什么.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-005","完整副本/03_内容创作母系统/00_旧观点库/第一批旧观点卡-2026-05-28/03-暂估不是优惠是未确定.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-006","完整副本/03_内容创作母系统/00_旧观点库/第一批旧观点卡-2026-05-28/04-按实结算关键是单价和确认流程.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-007","完整副本/03_内容创作母系统/00_旧观点库/第一批旧观点卡-2026-05-28/05-另计不含是在提醒责任还没进报价.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-008","完整副本/03_内容创作母系统/00_旧观点库/第一批旧观点卡-2026-05-28/06-品牌不是交付材料的全部.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-009","完整副本/03_内容创作母系统/00_旧观点库/第一批旧观点卡-2026-05-28/07-口头承诺不写进去就不是交付边界.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-010","完整副本/03_内容创作母系统/00_旧观点库/第一批旧观点卡-2026-05-28/08-担心要翻译成能问的问题.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-011","完整副本/03_内容创作母系统/00_旧观点库/第一批旧观点卡-2026-05-28/09-问题模糊不是答案不够而是词没拆开.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-012","完整副本/03_内容创作母系统/00_旧观点库/第一批旧观点卡-2026-05-28/10-传统行业人学AI不是转型是经验系统化.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-013","完整副本/03_内容创作母系统/00_旧观点库/第一批旧观点卡-2026-05-28/11-AI放大的不是空白能力而是已有判断.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-014","完整副本/03_内容创作母系统/00_旧观点库/第一批旧观点卡-2026-05-28/12-不是多记笔记而是让AI下次接得上.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-015","完整副本/03_内容创作母系统/00_旧观点库/第一批旧观点卡-2026-05-28/13-本地方法库不是模板化内容工厂.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-016","完整副本/03_内容创作母系统/00_旧观点库/第一批旧观点卡-2026-05-28/14-爆款选题只借题不借内容.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-017","完整副本/03_内容创作母系统/00_旧观点库/第一批旧观点卡-2026-05-28/15-先检索旧观点再做素材膨胀.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-018","完整副本/03_内容创作母系统/00_旧观点库/第一批旧观点卡-2026-05-28/16-同一爆款题可以复用旧观点也可以故意回避旧观点.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-019","完整副本/03_内容创作母系统/00_旧观点库/第一批旧观点卡-2026-05-28/17-重要逐字稿不交给AI一键完成.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-020","完整副本/03_内容创作母系统/00_旧观点库/第一批旧观点卡-2026-05-28/18-一个真实问题至少用三次.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-021","完整副本/03_内容创作母系统/00_旧观点库/第一批旧观点卡-2026-05-28/19-不要从我有什么出发要从谁为什么付钱倒推.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-022","完整副本/03_内容创作母系统/00_旧观点库/第一批旧观点卡-2026-05-28/20-内容不是一次流量而是信任和服务资产.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-023","完整副本/03_内容创作母系统/00_旧观点库/第一批旧观点卡-2026-05-28/README.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-024","完整副本/03_内容创作母系统/00_旧观点库/旧观点候选清单-2026-05-28.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-025","完整副本/03_内容创作母系统/00_旧观点库/README.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-026","完整副本/03_内容创作母系统/01_爆款选题库/_模板-爆款选题记录.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-027","完整副本/03_内容创作母系统/01_爆款选题库/_模板-Zeno内容雷达来源库.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-028","完整副本/03_内容创作母系统/01_爆款选题库/_模板-Zeno内容雷达战报.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-029","完整副本/03_内容创作母系统/01_流量与对标/抖音爆款链接批量抓取工具.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-030","完整副本/03_内容创作母系统/02_素材膨胀记录/_模板-素材膨胀记录.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-031","完整副本/03_内容创作母系统/03_人工写稿素材包/_模板-人工写稿素材包.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-032","完整副本/03_内容创作母系统/05_平台表达规则/README.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-033","完整副本/03_内容创作母系统/README.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-034","完整副本/03_素材证据库/报价预算/2026-BJ-002-基础部分总合计报价风险.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-035","完整副本/03_素材证据库/报价预算/报价案例模板.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-036","完整副本/03_素材证据库/方法卡/把模糊词拆成可判断问题.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-037","完整副本/03_素材证据库/方法卡/报价风险词库/_模板-报价风险词方法卡.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-038","完整副本/03_素材证据库/方法卡/报价风险词库/01-按实结算.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-039","完整副本/03_素材证据库/方法卡/报价风险词库/02-暂估.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-040","完整副本/03_素材证据库/方法卡/报价风险词库/03-以现场为准.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-041","完整副本/03_素材证据库/方法卡/报价风险词库/04-另计不含.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-042","完整副本/03_素材证据库/方法卡/报价风险词库/05-品牌材料.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-043","完整副本/03_素材证据库/方法卡/报价风险词库/README.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-044","完整副本/03_素材证据库/方法卡/传统行业人的AI机会：把经验变成系统.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-045","完整副本/03_素材证据库/方法卡/方法卡模板.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-046","完整副本/03_素材证据库/方法卡/个人重大决策回看系统.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-047","完整副本/03_素材证据库/方法卡/内容资产写作分层规则：方法要短文章要像人话.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-048","完整副本/03_素材证据库/方法卡/内容资产转化纠偏：不要抄表面要吸收底层结构.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-049","完整副本/03_素材证据库/方法卡/一问三用：把真实问题变成内容、产品和复利资产.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-050","完整副本/03_素材证据库/方法卡/语言校准：把伪概念变成可行动判断.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-051","完整副本/03_素材证据库/方法卡/装修报价风险洞察六层框架.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-052","完整副本/03_素材证据库/方法卡/AI五阶段学习闭环：从提示词到内容资产系统.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-053","完整副本/03_素材证据库/方法卡/Zeno对标拆解表.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-054","完整副本/03_素材证据库/方法卡/Zeno回答模板.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-055","完整副本/03_素材证据库/方法卡/Zeno决策红线清单.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-056","完整副本/03_素材证据库/方法卡/Zeno专用内容资产闭环.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-057","完整副本/03_素材证据库/方法卡/ZenoAIHome创业方法论纠偏：从能力逻辑到需求倒推.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-058","完整副本/03_素材证据库/方法卡/ZenoAIHome内容资产飞轮：从装修经验到报价审核服务.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-059","完整副本/03_素材证据库/工地现场/工地观察模板.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-060","完整副本/03_素材证据库/金句书摘/金句书摘模板.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-061","完整副本/03_素材证据库/客户案例/案例模板.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-062","完整副本/03_素材证据库/客户声音/装修平台评论区痛点采集与定位校准项目.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-063","完整副本/03_素材证据库/数据资料/数据资料模板.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-064","完整副本/04_内容发布/00_Zeno发布中台/_config/publish-sync.config.json","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-065","完整副本/04_内容发布/00_Zeno发布中台/_logs/sync-log.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-066","完整副本/04_内容发布/00_Zeno发布中台/_synced/wechat_oa/2026-06-02-demo-zhuangxiu-zangu/copy.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-067","完整副本/04_内容发布/00_Zeno发布中台/_synced/xiaohongshu/2026-06-02-demo-zhuangxiu-zangu/copy.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-068","完整副本/04_内容发布/00_Zeno发布中台/02_packages_发布包/_template/copy.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-069","完整副本/04_内容发布/00_Zeno发布中台/02_packages_发布包/2026-06-02-demo-装修报价里的暂估/copy.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-070","完整副本/04_内容发布/00_Zeno发布中台/README.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-071","完整副本/04_内容发布/小红书/2026-05-17-按实结算图文/发布文案.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-072","完整副本/04_内容发布/小红书/2026-05-17-另计不含图文/发布文案.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-073","完整副本/04_内容发布/小红书/2026-05-17-暂估图文/发布文案.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-074","完整副本/04_内容发布/小红书/2026-05-18-品牌材料图文/发布文案.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-075","完整副本/04_内容发布/小红书/2026-05-18-以现场为准图文/发布文案.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-MISC-076","完整副本/2026-07-26-AI时代真正厉害的人都在修炼一种能力.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-USER-001","完整副本/2026-07-28-你在AI面前装傻.md","原始素材副本","待补","候选","脚本生成，待人工确认"
"SRC-QST-001","业主提问/2026-07-10_人工贵还是材料贵.md","用户问题","待补","候选","脚本生成，待人工确认"
